Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Stress_Level
4380,6.08,8.15,5.83,0.95,1.53,10.0,0.84,Moderate
4381,3.26,9.23,2.7,0.64,1.35,10.0,1.47,Moderate
4382,9.36,6.72,0.37,0.43,4.13,10.0,2.88,High
4383,8.56,6.14,0.0,1.01,5.5,4.45,1.75,High
4384,4.02,8.37,8.0,0.31,4.1,10.0,0.15,Moderate
4385,4.91,7.26,1.24,2.47,5.36,9.3,0.46,Low
4386,6.14,8.59,3.46,0.39,3.9,10.0,0.15,Moderate
4387,6.19,8.33,0.45,0.05,2.16,7.4,0.2,Moderate
4388,5.46,7.99,0.16,0.65,5.15,8.42,0.38,Low
4389,2.31,8.55,0.85,0.7,5.62,8.6,1.63,High
4390,5.38,10.15,3.54,0.76,1.31,9.86,0.21,Low
4391,8.44,5.67,0.0,1.06,5.03,5.01,0.29,High
4392,6.09,6.25,5.28,2.88,3.96,6.52,2.81,Moderate
4393,4.09,8.41,3.65,0.85,3.42,8.93,0.67,Moderate
4394,2.35,8.84,2.28,0.5,4.66,7.59,2.83,Low
4395,0.97,10.68,1.13,0.82,4.22,8.01,0.06,Moderate
4396,8.8,7.49,0.0,0.12,4.34,9.01,0.15,Moderate
4397,10.16,6.4,0.0,1.15,1.83,5.0,4.13,High
4398,4.71,8.78,2.16,1.01,4.36,10.0,2.41,Low
4399,7.05,7.94,0.95,0.26,1.52,10.0,0.11,Moderate
4400,2.35,11.0,1.81,0.03,2.94,10.0,0.74,Low
4401,3.31,9.02,3.36,0.47,3.6,8.81,1.34,Low
4402,7.11,6.75,0.61,0.56,5.17,9.79,1.11,Moderate
4403,6.48,7.86,1.57,1.27,3.45,10.0,0.14,Moderate
4404,9.29,4.05,0.0,0.2,3.86,3.69,0.74,High
4405,2.66,8.96,1.44,0.79,6.09,8.45,0.76,Low
4406,3.73,9.71,0.32,1.01,2.74,10.0,0.51,Low
4407,4.03,9.12,0.27,1.68,2.84,8.06,2.95,Low
4408,7.57,7.57,0.0,0.9,0.5,10.0,0.82,Moderate
4409,4.22,9.1,0.63,0.22,3.18,9.26,0.14,Moderate
4410,9.65,7.65,0.0,0.2,1.32,10.0,0.27,High
4411,4.41,9.81,2.34,0.34,2.8,10.0,0.71,Moderate
4412,7.47,7.76,3.63,1.55,3.59,10.0,2.36,Low
4413,2.58,8.71,0.47,0.1,2.45,6.68,1.91,Low
4414,5.98,5.52,3.93,0.05,3.26,6.5,0.3,Moderate
4415,6.05,8.79,0.0,1.38,0.77,10.0,0.47,Moderate
4416,4.71,8.79,0.52,0.17,2.74,10.0,0.13,Moderate
4417,3.3,8.92,5.36,0.7,2.39,10.0,0.45,Low
4418,8.5,6.26,0.76,0.41,6.79,5.52,0.53,High
4419,10.07,7.36,0.0,1.88,4.99,8.28,1.84,Moderate
4420,4.3,8.16,3.28,2.27,5.87,9.82,0.31,Moderate
4421,9.36,6.61,0.38,0.63,1.27,10.0,1.4,Moderate
4422,8.33,6.95,1.68,1.33,3.07,7.69,0.47,Moderate
4423,7.41,7.78,2.39,1.58,1.43,10.0,2.76,Moderate
4424,9.08,5.6,0.22,2.1,6.46,4.77,0.6,High
4425,1.81,9.85,8.0,0.12,5.05,9.65,0.23,Low
4426,1.84,8.56,0.92,0.63,2.74,7.39,0.81,Low
4427,8.56,6.24,6.44,0.25,4.12,3.89,2.44,High
4428,8.31,7.9,2.77,0.51,0.74,8.16,0.03,High
4429,8.27,6.04,0.0,0.83,3.51,3.16,1.11,High
4430,7.88,8.05,0.0,2.73,2.75,10.0,0.03,Moderate
4431,6.54,7.74,0.36,0.02,4.58,9.29,1.98,Moderate
4432,4.19,6.81,0.47,0.2,5.91,8.94,0.74,Moderate
4433,2.63,10.37,0.54,0.95,3.43,10.0,0.01,Moderate
4434,5.02,8.48,2.77,0.21,3.22,9.48,0.37,Moderate
4435,4.21,8.85,3.28,0.0,0.5,10.0,0.55,Low
4436,4.15,9.48,0.35,1.24,5.71,8.46,0.13,Moderate
4437,6.93,9.0,0.07,0.47,1.88,9.58,0.35,Low
4438,7.7,7.43,3.64,1.18,3.46,8.84,0.15,Moderate
4439,7.64,7.87,0.99,0.14,6.53,10.0,0.06,Moderate
4440,9.45,6.99,3.8,1.48,1.25,9.32,0.35,High
4441,4.9,7.87,0.27,0.26,3.86,10.0,0.41,Moderate
4442,9.7,4.95,4.3,1.12,4.54,4.67,1.62,High
4443,5.56,8.19,0.86,0.65,5.17,7.62,0.13,Moderate
4444,5.8,9.27,1.14,0.03,3.04,9.66,1.31,Low
4445,7.73,7.8,0.56,1.06,4.91,8.08,0.64,Moderate
4446,5.73,6.85,0.0,1.36,3.4,10.0,0.08,Low
4447,5.81,8.99,0.23,2.65,3.97,10.0,0.46,Moderate
4448,3.43,8.41,1.14,0.54,4.6,10.0,1.65,Moderate
4449,3.45,6.63,0.92,0.01,4.55,9.39,1.32,High
4450,5.71,8.95,2.6,2.14,3.68,8.01,0.23,Low
4451,4.33,7.47,0.59,2.33,2.82,10.0,0.41,Moderate
4452,6.59,9.4,3.94,0.14,2.34,10.0,0.16,Low
4453,5.55,9.13,0.12,0.36,1.23,9.74,0.43,Low
4454,4.39,8.16,1.01,1.28,3.18,9.88,2.33,Low
4455,5.41,8.49,3.23,0.32,5.16,7.67,0.14,Moderate
4456,9.8,8.92,0.0,1.52,2.81,9.53,0.37,High
4457,5.6,8.97,4.88,2.02,3.68,9.83,0.13,Moderate
4458,4.93,8.44,1.58,0.31,1.19,8.42,0.48,Moderate
4459,7.18,10.3,3.69,3.17,2.76,10.0,0.19,Low
4460,4.8,8.36,1.21,2.55,3.56,9.26,0.99,Low
4461,6.69,8.17,1.41,0.09,4.07,10.0,1.86,Moderate
4462,5.8,6.96,1.65,0.59,6.04,10.0,2.43,High
4463,8.75,5.19,1.02,1.63,3.32,5.14,0.98,High
4464,4.29,8.14,1.25,0.95,3.4,8.15,0.09,Moderate
4465,7.51,7.34,2.44,0.98,4.77,9.49,0.34,High
4466,7.79,7.53,3.61,0.6,2.34,10.0,0.6,Moderate
4467,8.27,5.61,1.17,1.24,4.02,6.52,0.24,High
4468,2.84,9.59,4.25,0.05,0.66,10.0,0.43,Moderate
4469,4.97,7.35,1.55,0.13,3.55,10.0,0.75,Moderate
4470,8.08,7.7,3.62,0.09,5.05,8.69,0.3,High
4471,4.03,9.45,1.0,1.69,3.92,9.5,0.68,Low
4472,10.88,5.72,0.04,0.56,4.54,3.53,1.87,High
4473,4.39,7.43,1.52,0.79,5.57,9.67,0.28,Moderate
4474,7.93,8.69,0.0,0.09,4.76,8.16,0.87,High
4475,3.75,9.49,4.92,2.64,2.95,10.0,0.68,Low
4476,2.9,9.06,2.54,2.63,5.26,6.13,0.11,Low
4477,6.23,9.21,1.24,1.51,6.33,10.0,3.01,Low
4478,8.02,7.2,0.0,2.6,3.28,10.0,0.98,Moderate
4479,6.01,7.2,1.97,1.41,1.84,10.0,2.4,Low
4480,5.64,6.95,0.0,0.14,3.12,9.66,0.92,Moderate
4481,7.77,7.1,0.0,1.72,4.12,9.3,1.23,Moderate
4482,6.17,8.54,1.55,0.73,0.75,10.0,0.3,Low
4483,3.41,10.12,0.58,0.89,2.16,10.0,1.26,Moderate
4484,12.94,5.42,0.0,3.22,2.3,2.82,0.29,High
4485,3.66,9.86,3.12,2.73,3.51,8.18,0.12,Low
4486,5.4,7.82,8.0,0.24,6.42,10.0,0.96,Moderate
4487,2.38,8.31,2.46,1.11,5.31,9.15,0.51,Low
4488,9.64,5.25,2.66,0.46,2.02,3.3,0.2,High
4489,10.5,5.74,0.0,2.15,9.08,2.25,0.41,High
4490,4.4,7.12,0.94,1.34,4.23,10.0,0.25,High
4491,2.85,10.94,4.2,0.11,0.59,10.0,0.29,Low
4492,2.22,9.59,2.68,1.25,2.25,9.75,0.25,Moderate
4493,7.67,7.15,4.96,3.16,1.88,9.79,3.27,Moderate
4494,8.11,8.81,0.52,3.13,0.63,10.0,0.38,Moderate
4495,8.77,5.55,0.57,0.25,4.56,3.48,2.38,High
4496,5.19,7.97,2.54,3.18,0.5,10.0,0.12,Low
4497,7.78,9.2,0.77,0.52,4.05,10.0,0.16,Moderate
4498,5.43,7.88,0.22,0.05,4.91,8.71,0.22,Moderate
4499,0.32,11.0,5.62,0.57,3.04,7.96,3.3,Low
4500,8.48,7.74,2.64,1.28,4.36,9.31,0.86,Moderate
4501,8.88,8.12,0.0,0.35,1.09,8.8,1.47,High
4502,4.19,9.79,2.16,2.03,1.97,9.09,0.35,Low
4503,2.8,8.95,2.0,0.01,4.75,7.27,1.8,Moderate
4504,3.39,8.25,4.73,0.66,3.74,10.0,1.0,Low
4505,8.66,6.78,0.48,0.05,2.39,10.0,0.8,High
4506,1.39,8.45,0.88,2.31,4.3,7.58,0.12,Moderate
4507,4.36,8.33,2.33,0.29,5.75,10.0,0.42,Low
4508,8.9,6.81,0.95,1.99,5.17,9.67,0.49,High
4509,3.24,10.48,1.19,1.25,3.84,9.45,2.09,Low
4510,9.08,7.34,8.0,1.08,2.46,8.11,0.03,Moderate
4511,4.29,10.79,2.14,0.13,3.6,9.09,0.36,Moderate
4512,3.99,6.37,1.11,0.25,3.36,5.32,0.06,High
4513,3.61,7.45,0.81,0.28,6.07,8.41,2.95,Low
4514,6.19,7.4,4.7,4.01,5.12,9.11,0.14,Low
4515,9.94,7.94,0.0,0.03,5.44,8.8,1.18,High
4516,7.21,7.29,3.64,0.93,2.28,5.89,0.76,Moderate
4517,2.9,7.44,0.65,0.19,3.11,9.75,0.37,Moderate
4518,12.35,5.36,0.0,1.96,3.8,4.05,0.09,High
4519,4.7,7.08,1.22,0.18,3.78,10.0,0.86,Moderate
4520,7.41,5.94,1.69,3.79,5.47,6.09,0.15,High
4521,8.47,8.96,5.38,0.06,4.47,9.27,0.62,Moderate
4522,6.7,7.23,0.26,0.16,6.19,10.0,0.14,Moderate
4523,4.41,8.55,0.18,0.64,3.76,8.77,0.62,Low
4524,2.68,8.89,0.5,0.81,5.29,9.0,0.96,Moderate
4525,5.09,7.89,0.91,1.91,3.0,9.51,1.98,Low
4526,4.23,7.6,1.03,0.01,4.43,9.97,0.29,Low
4527,4.27,8.12,1.36,0.48,3.8,9.46,1.05,Low
4528,5.21,8.44,0.31,0.03,3.36,9.79,2.51,Moderate
4529,6.15,9.19,3.51,2.08,5.72,9.18,0.18,Moderate
4530,4.55,9.28,1.24,0.34,1.34,9.28,1.9,Moderate
4531,4.41,7.16,0.33,0.99,4.23,7.1,0.95,Low
4532,6.94,8.48,3.51,0.55,3.15,10.0,0.47,Moderate
4533,6.3,8.2,0.73,0.86,4.31,8.77,0.38,Moderate
4534,5.75,7.29,1.74,0.03,2.2,9.38,0.32,High
4535,4.7,8.46,5.14,0.5,3.19,8.57,1.18,Low
4536,11.56,6.45,0.51,0.15,1.84,4.4,0.03,High
4537,6.19,7.81,0.0,2.22,0.5,9.34,0.03,Moderate
4538,4.72,8.75,0.13,0.49,5.26,6.91,1.19,Low
4539,8.19,6.2,8.0,0.25,1.47,5.19,1.98,High
4540,4.14,10.47,1.29,1.74,0.57,8.82,0.01,Low
4541,9.19,4.78,0.27,1.13,5.41,4.61,0.04,High
4542,7.26,7.96,0.0,2.5,2.7,10.0,0.85,Moderate
4543,5.52,8.36,1.21,0.42,3.03,8.77,0.06,Moderate
4544,4.77,8.9,2.31,1.05,3.03,9.79,0.15,Moderate
4545,4.44,7.66,7.86,1.15,5.64,8.86,0.22,Moderate
4546,6.75,8.73,0.0,0.43,2.19,10.0,1.36,Low
4547,1.3,9.36,2.45,2.13,5.02,8.75,0.39,Low
4548,7.36,6.16,0.92,2.6,2.18,4.94,0.17,High
4549,3.39,7.65,0.76,0.4,4.79,8.03,0.13,Low
4550,6.76,7.68,0.49,0.71,4.79,10.0,0.22,Moderate
4551,6.55,6.04,2.75,1.99,6.26,6.05,0.66,Moderate
4552,5.72,9.72,1.99,0.39,0.56,9.05,0.57,Moderate
4553,7.04,8.51,0.24,0.83,2.59,10.0,0.27,Moderate
4554,6.61,9.44,1.06,0.44,5.17,10.0,0.23,Low
4555,7.03,9.19,0.11,0.7,4.15,10.0,0.42,Moderate
4556,4.3,8.07,2.48,1.03,3.6,10.0,1.21,Moderate
4557,4.42,7.51,0.47,2.41,4.1,9.78,0.23,Low
4558,6.14,5.1,1.86,2.59,5.07,4.81,0.14,High
4559,7.91,6.75,0.7,0.99,2.96,9.79,1.49,Moderate
4560,4.7,10.05,1.63,0.9,3.83,10.0,0.06,Moderate
4561,2.02,8.39,3.66,0.42,5.07,7.94,0.0,High
4562,8.35,6.79,1.89,0.09,1.72,10.0,0.03,Moderate
4563,6.35,7.15,1.1,1.25,3.02,8.15,0.32,Moderate
4564,1.39,9.81,0.64,3.63,3.25,9.49,0.16,Low
4565,6.58,8.91,2.0,0.08,2.61,10.0,0.2,Low
4566,5.25,6.55,3.37,0.21,4.67,10.0,0.04,Moderate
4567,3.38,7.39,4.63,1.05,4.67,9.84,0.0,Moderate
4568,7.21,8.89,1.31,0.1,1.76,10.0,0.48,Moderate
4569,7.34,8.09,0.0,0.76,5.14,9.48,0.1,Moderate
4570,6.62,7.35,0.82,1.52,3.61,8.65,0.62,Moderate
4571,7.17,9.12,0.13,0.59,4.95,10.0,2.36,Moderate
4572,4.7,6.91,0.44,0.42,6.42,9.92,0.1,High
4573,8.07,8.03,2.98,0.71,1.38,10.0,0.09,Moderate
4574,4.7,8.21,0.15,0.21,3.0,9.67,0.51,Moderate
4575,3.49,9.31,0.86,0.19,2.98,9.74,0.23,Moderate
4576,10.46,3.88,0.0,0.02,4.5,4.56,0.16,High
4577,7.22,7.14,2.56,0.57,4.63,10.0,0.26,Moderate
4578,7.87,7.91,5.67,0.48,3.29,10.0,1.17,Low
4579,2.93,8.84,1.07,0.36,3.11,8.22,1.05,Low
4580,7.98,8.39,0.55,0.93,5.33,10.0,0.3,Moderate
4581,4.69,9.51,0.5,0.3,2.57,9.62,3.73,Moderate
4582,3.36,7.79,3.17,0.29,5.36,10.0,0.56,Moderate
4583,4.87,9.04,3.4,0.62,3.31,10.0,1.31,Low
4584,2.07,8.21,2.34,1.91,4.3,6.49,1.77,Low
4585,5.54,8.04,0.51,1.45,4.61,10.0,0.54,Low
4586,2.91,9.56,0.78,0.19,5.96,9.21,0.4,Moderate
4587,4.57,7.49,2.08,1.57,4.52,8.79,0.39,Low
4588,3.99,9.31,4.42,0.19,2.74,9.16,0.08,Low
4589,7.08,6.94,8.0,2.08,5.87,8.75,0.0,Moderate
4590,4.76,7.68,3.48,2.75,4.68,10.0,0.84,Low
4591,6.02,8.52,2.26,0.32,3.54,8.75,0.38,Moderate
4592,5.34,7.22,0.82,1.39,5.52,10.0,0.42,Low
4593,6.64,6.71,1.14,0.02,4.34,10.0,1.1,Moderate
4594,8.75,7.9,2.44,1.04,6.54,10.0,0.13,High
4595,10.2,6.46,8.0,1.95,3.07,2.0,0.63,High
4596,6.33,6.26,1.58,0.5,5.84,3.41,0.37,High
4597,5.86,8.73,1.09,0.56,3.91,9.88,1.4,Low
4598,6.54,7.23,1.27,1.39,4.33,9.97,1.52,Moderate
4599,7.92,5.75,0.72,0.07,3.38,6.03,0.2,High
4600,4.26,5.93,1.28,0.38,4.23,2.0,0.63,High
4601,6.21,8.66,0.49,0.01,3.93,9.08,1.44,Low
4602,6.52,6.78,0.89,0.83,2.55,10.0,1.86,Moderate
4603,3.61,7.42,1.99,0.31,3.47,9.18,0.03,Moderate
4604,3.38,9.38,1.94,0.21,3.62,8.95,2.09,Low
4605,3.14,9.63,1.37,1.92,5.42,7.5,0.53,Moderate
4606,7.87,6.38,1.61,0.15,3.8,6.18,1.06,High
4607,3.11,9.75,1.02,0.56,3.62,8.84,0.35,Low
4608,7.07,9.51,0.06,0.3,1.04,10.0,0.35,Low
4609,7.06,8.8,0.35,0.95,5.46,10.0,0.3,Moderate
4610,3.68,9.83,1.55,0.06,5.01,10.0,1.63,Moderate
4611,6.85,7.84,1.47,1.23,5.18,9.96,2.34,Moderate
4612,9.59,6.12,0.17,0.96,1.17,3.94,0.11,High
4613,6.99,7.42,3.13,0.53,4.01,9.33,0.5,Moderate
4614,4.98,8.62,1.53,0.02,2.1,10.0,0.53,Moderate
4615,8.66,5.64,3.08,0.87,4.94,4.51,0.1,High
4616,5.97,7.07,3.42,0.77,4.36,10.0,2.17,Low
4617,9.54,5.16,3.26,0.2,4.53,5.12,0.1,High
4618,3.86,8.81,2.18,0.66,2.64,9.16,0.39,Moderate
4619,3.05,8.94,3.7,0.4,2.3,9.1,1.52,Low
4620,2.15,8.52,8.0,1.12,3.29,10.0,0.69,Moderate
4621,6.91,8.33,2.38,0.98,3.6,10.0,2.28,Moderate
4622,3.11,7.79,0.51,0.01,3.94,8.88,1.28,Moderate
4623,2.6,8.32,0.87,0.57,4.6,8.27,1.51,Low
4624,4.9,8.99,4.28,1.99,1.84,10.0,0.45,Moderate
4625,11.24,6.92,0.0,0.71,2.61,8.26,0.69,High
4626,3.03,8.07,0.68,1.58,6.31,10.0,0.81,Moderate
4627,5.99,8.06,1.45,1.91,3.98,10.0,0.5,Low
4628,8.07,6.32,2.69,0.44,4.25,5.5,2.02,Moderate
4629,8.23,6.85,0.56,0.13,4.01,10.0,2.98,High
4630,8.45,7.11,0.85,0.51,2.47,8.95,0.04,Moderate
4631,10.16,6.93,0.0,0.69,5.34,10.0,2.81,High
4632,4.41,8.7,2.56,0.21,4.15,10.0,0.07,Moderate
4633,6.91,7.78,0.95,0.29,3.63,10.0,1.31,Low
4634,10.93,5.02,0.02,1.19,4.49,5.55,1.08,High
4635,3.58,9.06,0.44,1.19,5.09,9.59,1.08,Low
4636,7.82,7.74,2.15,1.78,1.28,10.0,0.44,Moderate
4637,4.26,9.12,0.39,0.18,3.57,8.53,0.15,Low
4638,5.66,7.23,0.09,1.98,7.25,10.0,3.35,Moderate
4639,8.65,7.81,5.21,2.43,5.4,8.63,0.17,Moderate
4640,8.65,5.58,0.45,1.55,3.65,6.27,0.17,High
4641,7.9,6.73,0.06,0.11,4.63,10.0,0.06,High
4642,7.64,6.98,3.5,0.1,3.01,10.0,0.96,Moderate
4643,2.96,7.63,0.64,0.4,4.94,10.0,0.16,High
4644,9.19,6.42,1.44,0.32,2.65,5.9,0.06,High
4645,9.46,6.84,1.02,0.05,2.39,7.97,0.12,High
4646,4.34,6.58,4.78,0.35,3.6,10.0,0.68,High
4647,3.81,8.2,0.82,0.65,6.49,7.37,2.31,Moderate
4648,8.38,5.24,0.02,1.45,3.29,4.71,0.68,High
4649,7.74,9.26,0.0,1.76,4.27,9.42,0.23,Moderate
4650,5.77,8.12,0.15,1.67,2.86,10.0,0.06,Moderate
4651,5.38,8.17,0.82,0.55,2.77,8.95,0.05,Low
4652,5.84,8.11,2.99,0.05,4.08,9.03,0.18,Moderate
4653,6.19,8.36,4.33,0.29,1.36,10.0,1.48,Moderate
4654,6.96,8.47,0.0,0.27,4.07,10.0,0.38,High
4655,7.99,5.57,1.96,0.19,3.77,4.89,1.01,High
4656,6.33,9.02,0.86,0.4,2.18,10.0,0.2,Moderate
4657,3.5,9.95,0.4,1.63,2.2,9.14,0.3,Moderate
4658,8.32,6.95,0.93,0.87,6.3,10.0,3.13,Moderate
4659,5.57,7.86,0.04,1.03,3.61,10.0,2.31,Low
4660,12.03,3.5,1.51,0.41,3.68,3.06,0.4,High
4661,3.05,7.61,0.51,0.12,5.7,10.0,0.79,Moderate
4662,5.34,8.58,1.11,2.9,2.17,8.86,0.66,Low
4663,3.48,9.91,1.71,2.07,5.07,7.05,0.6,Moderate
4664,8.5,7.68,0.95,0.13,2.95,9.65,0.01,High
4665,4.18,8.39,0.86,0.02,1.73,9.42,1.36,Low
4666,5.22,10.02,3.21,1.2,2.09,10.0,0.29,Moderate
4667,2.38,10.1,6.99,0.0,1.92,7.65,0.04,Low
4668,10.04,6.02,0.0,1.74,3.4,5.0,0.24,High
4669,4.81,10.42,0.22,0.15,1.64,10.0,0.45,Moderate
4670,7.27,6.28,0.0,0.24,2.51,5.36,0.34,High
4671,7.8,5.72,0.0,0.11,4.4,6.17,1.06,High
4672,9.4,6.21,1.24,0.41,3.43,4.55,0.53,High
4673,10.21,5.59,0.96,0.08,5.22,4.37,0.53,High
4674,12.55,5.17,0.0,0.51,4.74,3.71,0.97,High
4675,4.8,9.04,2.26,2.87,3.48,9.73,0.15,Low
4676,7.88,7.13,4.52,0.13,4.13,8.28,0.5,High
4677,9.38,6.63,0.08,0.1,1.09,9.09,1.4,High
4678,7.48,7.37,0.0,0.26,4.43,9.64,0.23,Moderate
4679,8.29,4.71,0.0,0.29,4.86,4.17,2.49,High
4680,4.04,7.0,4.59,1.14,5.82,9.32,0.16,Low
4681,2.09,8.81,2.9,0.84,3.69,9.24,2.44,Low
4682,8.68,6.04,0.95,0.71,3.17,4.43,1.39,High
4683,2.63,8.77,2.17,0.53,3.6,10.0,0.31,Low
4684,1.8,10.7,0.66,0.57,5.62,9.94,0.19,Moderate
4685,3.96,8.47,2.42,0.83,4.25,6.82,0.04,Moderate
4686,6.62,6.29,0.97,0.13,1.79,3.28,0.49,High
4687,8.11,6.29,0.26,0.37,4.62,2.0,0.59,High
4688,5.44,9.73,0.86,0.05,2.25,9.62,0.95,Moderate
4689,5.38,9.58,0.46,1.79,4.65,9.53,0.61,Low
4690,3.16,9.41,8.0,2.39,4.45,9.62,0.5,Low
4691,5.83,6.32,2.04,2.19,6.07,5.99,2.27,Moderate
4692,9.88,6.77,0.76,1.0,4.58,9.38,0.06,High
4693,5.09,8.53,0.17,1.01,4.92,9.18,0.94,Moderate
4694,5.13,8.15,0.18,1.06,5.36,9.9,1.73,Low
4695,2.6,8.44,4.89,0.07,5.39,8.65,0.65,Moderate
4696,6.08,7.43,3.08,0.11,2.67,8.22,1.88,Low
4697,7.17,6.78,0.07,0.27,1.98,10.0,0.97,Moderate
4698,4.98,7.04,0.7,0.59,2.89,10.0,0.78,Moderate
4699,3.61,10.03,2.43,0.75,4.38,10.0,1.24,Low
4700,4.26,9.32,2.19,0.22,0.5,8.26,0.69,Low
4701,3.87,8.29,1.12,0.52,3.9,7.72,0.05,Moderate
4702,3.96,8.89,1.74,0.51,3.25,8.55,0.78,Low
4703,6.88,7.91,2.0,0.55,5.15,10.0,1.94,Moderate
4704,4.92,10.55,3.68,1.69,2.58,10.0,0.39,Moderate
4705,6.24,8.61,0.21,2.5,2.64,10.0,0.11,Moderate
4706,9.36,7.48,0.24,0.26,4.84,9.76,0.03,High
4707,8.65,6.93,1.69,1.32,3.13,10.0,0.19,High
4708,3.75,8.18,0.49,0.26,3.61,9.07,0.59,Low
4709,8.41,8.36,8.0,1.94,2.02,10.0,0.38,Moderate
4710,8.58,7.57,5.64,0.29,3.45,10.0,0.1,High
4711,7.19,6.58,1.54,0.15,3.27,8.7,0.72,Moderate
4712,7.51,7.75,0.37,1.73,2.73,9.64,0.52,Moderate
4713,5.75,8.75,2.01,2.81,5.44,8.3,0.1,Moderate
4714,4.68,6.19,8.0,0.64,4.63,3.68,0.08,Moderate
4715,2.46,8.14,0.62,0.29,3.66,9.65,0.64,Moderate
4716,7.89,7.53,1.23,0.33,1.72,7.88,2.01,Moderate
4717,8.38,5.07,1.16,0.33,4.38,3.89,0.01,High
4718,6.95,5.73,0.23,0.22,3.33,6.25,0.25,High
4719,2.09,8.92,2.68,1.35,3.56,9.3,4.06,Low
4720,7.79,7.69,0.06,0.97,1.9,10.0,0.89,Moderate
4721,3.19,9.35,2.23,0.89,3.96,7.9,1.47,Low
4722,4.49,9.94,0.35,0.52,1.15,9.88,0.01,Moderate
4723,9.49,6.69,4.6,0.34,3.77,10.0,0.04,Moderate
4724,6.03,7.44,5.04,2.33,2.9,9.19,0.06,Low
4725,8.66,5.59,6.76,0.51,4.88,4.18,0.61,High
4726,9.93,6.06,0.0,1.95,4.02,5.11,0.19,High
4727,3.51,9.41,5.57,0.95,3.72,8.47,0.41,Low
4728,10.17,7.12,2.22,0.06,4.08,10.0,1.15,High
4729,6.0,8.09,0.18,1.86,5.8,7.83,0.67,Moderate
4730,5.0,8.72,0.7,0.19,5.36,6.98,0.14,Moderate
4731,8.25,8.32,1.89,0.93,0.85,10.0,0.28,Moderate
4732,4.08,8.57,0.25,0.93,2.84,8.53,1.14,Low
4733,9.5,7.97,0.0,0.19,1.91,8.87,0.18,High
4734,9.67,5.81,0.0,0.15,4.41,5.55,3.37,High
4735,3.08,8.77,6.01,0.02,3.14,10.0,2.33,Low
4736,5.4,7.55,0.13,0.55,2.99,8.47,0.15,Moderate
4737,3.84,9.37,0.74,2.88,2.39,10.0,1.27,Low
4738,9.43,5.61,0.0,0.61,4.05,4.21,3.14,High
4739,8.84,6.51,3.91,0.97,4.34,10.0,0.07,Moderate
4740,2.85,7.07,2.6,0.91,2.84,9.31,0.02,Moderate
4741,8.96,7.38,0.49,0.74,2.24,7.89,1.62,Moderate
4742,7.67,8.49,3.08,2.42,0.5,9.08,0.43,Low
4743,4.05,9.42,1.98,1.39,0.5,6.81,0.54,Low
4744,8.58,7.73,2.4,1.13,3.69,10.0,0.04,High
4745,9.21,7.54,0.76,0.41,3.35,10.0,0.16,Moderate
4746,8.35,7.7,1.66,1.78,3.29,8.98,1.02,Moderate
4747,5.98,8.45,2.4,0.15,5.71,9.85,0.45,Moderate
4748,3.59,9.35,0.86,0.44,1.05,8.41,0.31,Low
4749,7.7,6.57,1.29,0.45,0.53,10.0,0.2,Moderate
4750,10.3,6.12,0.15,1.42,1.49,2.73,1.72,High
4751,11.31,6.04,0.0,1.86,0.5,3.47,0.12,High
4752,7.13,7.09,0.58,0.14,2.66,8.42,0.3,High
4753,5.21,6.53,1.26,1.21,5.16,10.0,0.24,Moderate
4754,5.01,6.94,6.85,1.89,4.62,10.0,0.09,Low
4755,5.15,8.35,4.06,1.57,5.11,7.42,0.04,Low
4756,5.36,8.96,1.76,3.94,3.83,10.0,0.28,Low
4757,4.95,8.2,6.92,1.54,3.08,10.0,2.08,Low
4758,3.05,11.0,0.68,1.53,2.25,9.56,1.93,Moderate
4759,7.73,6.3,0.0,0.15,4.4,4.12,0.12,High
4760,5.49,8.45,0.45,0.32,1.15,9.9,0.12,Moderate
4761,6.64,8.89,2.17,1.38,0.5,9.34,1.32,Low
4762,7.15,8.49,3.47,0.06,3.6,10.0,2.41,Moderate
4763,5.0,8.83,2.26,0.47,3.77,10.0,0.94,Low
4764,2.66,10.06,0.43,0.1,5.86,10.0,0.92,Low
4765,7.16,7.47,5.74,2.24,4.47,10.0,0.38,Moderate
4766,9.67,8.2,0.07,0.91,2.96,10.0,0.98,Moderate
4767,5.01,9.46,4.22,0.65,2.7,9.74,1.07,Moderate
4768,4.11,7.63,0.88,0.13,2.9,9.75,0.15,Moderate
4769,9.93,6.77,4.96,1.76,2.59,10.0,0.55,High
4770,5.65,6.4,0.3,0.9,5.66,4.08,2.09,Low
4771,4.87,9.74,1.01,0.25,3.78,9.66,0.59,Moderate
4772,5.27,8.3,0.43,0.16,4.96,8.71,0.28,Low
4773,10.93,7.45,0.0,0.08,2.65,6.84,0.46,High
4774,4.24,8.33,0.61,0.33,2.46,8.69,2.06,Moderate
4775,9.56,4.72,0.47,0.16,5.66,3.5,0.24,High
4776,11.88,8.41,3.71,0.06,3.47,7.8,3.01,High
4777,4.32,8.54,5.48,0.86,3.98,10.0,0.31,Low
4778,7.8,6.19,5.4,4.25,4.61,4.9,1.92,Moderate
4779,9.77,7.65,0.0,0.69,3.45,10.0,0.35,High
